refDomeinwaardeID	refDomeinwaardeGUID	refInformatiemodel	refAttribuut	refDomeinwaarde	refBovenliggendeWaarde	URI	Definitie	Toelichting	Wijzigingsdatum
178	0f6d7d65-fe43-4423-9ff4-5d0c96879c1f	5	22	graf	Straatmeubilair	null	Plaats waar een lichaam of de restanten daarvan, na het overlijden worden geplaatst.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
180	6d1f53e2-a764-4bfb-b495-12a4db862776	5	22	grafvoorziening	Straatmeubilair	null	Voorziening op begraafplaatsen ten behoeve van het bewaren van stoffelijke resten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
181	d37f1685-7214-46a7-9c77-5910bb46947f	5	21	gralux	half verhard	null	Halfverharding, samenhangend, een half verhardingsmateriaal van Dolomiet-gesteente, een natuurlijk product met hoge stabiliteit en goede waterdoorlatendheid.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
182	785dcb81-5c6b-4c4d-bad2-56a6b936e119	5	6	grasklinkers	half verhard	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
183	a744d63b-9c94-40eb-bd1c-c2b5867418cd	5	15	grasland agrarisch	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
184	017f28b2-9514-4e10-a099-ea81214ed3ab	5	15	grasland overig	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
185	2721b0b7-ebc4-4417-ae79-25617beba717	5	6	gravel	half verhard	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
186	fcf56bf7-dace-4a47-9372-a2645f54ce37	5	31	grensmarkering	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
187	0dff2d25-f3b2-4f3b-a812-3be30743acab	5	19	greppel, droge sloot	Waterdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
188	6dfb82e1-b6f3-4d52-bcc5-890f9b96bf89	5	6	grind	half verhard	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
189	54bbefd4-350a-440f-8ba6-52cd025f4b27	5	21	grindgazon	half verhard	null	Een substraat dat gebruikt wordt om sporadisch over een gazon te kunnen rijden. Het grindgazon is voorgemengd met graszaad en kan worden geplaatst op lavasubstraat. Bestaat uit een homogeen mengsel van berijdbaar gesteente (lava en gebakken klei) met voed	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
190	144547bf-9147-4ff9-82fe-8ae210b2b20e	5	22	grindkoffer	Kunstwerkdeel	null	Een grindkoffer is (meestal) een kuil met worteldoek, gevuld met grind waar regenwater de tijd krijgt om langzaam in de bodem opgenomen te worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
191	5f06c0a4-b9ee-44df-8e31-122b91f2db79	5	22	groeiplaatsinrichting	Kunstwerkdeel	null	Eén of meer voorzieningen, ondergronds of op maaiveld, onder of rond een boom met als doel het verbeteren van de groeiomstandigheden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
192	b2457d95-089c-4e79-8f15-1b5527881371	5	15	groenvoorziening	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
193	82e8ab3f-9c29-4565-ba41-fddf51749f7c	5	6	bodembedekkers	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
194	b9a8b51d-a2e4-473b-8451-0543ea7339eb	5	6	bosplantsoen	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
195	fbc979a2-f859-4b93-9628-7d0643529f18	5	6	gras- en kruidachtigen	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
196	3509f91d-50e9-446e-8052-7a47a1ebb566	5	21	haagvak	groenvoorziening	null	Haag welke als verschijningsvorm van een groenobject.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
197	6dba9680-5bf3-45e4-aed1-5a3c8ca64d14	5	6	heesters	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
198	a232d1a3-b058-4260-a146-7aee9363bc60	5	6	planten	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
199	e98e73aa-3836-4f54-9591-cd67b72b3d21	5	6	struikrozen	groenvoorziening	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
200	66f272cf-3c67-4e5c-97b1-dde4035f31e3	5	22	groep	Installatie	null	Een (stroom)groep is een verzameling van elektrische componenten die onderling verbonden zijn;.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
201	384fdac3-9e76-48ac-8e67-61aac15c0647	5	22	grondsoort	FunctioneelGebied	null	Afbakening van de grondsoorten die binnen een gebied voor kunnen komen, mede ten behoeve van het gebruik van de grondsoort als ondergrond.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
202	bb66fa61-c6ec-4f75-a9c0-accfc7e0aa71	5	31	haag	VegetatieObject	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
203	082ef851-b167-415d-b561-96c1077f0a5d	5	22	haagas	VegetatieObject	null	Hulpobject voor het berekenen van de lengte van een haag.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
204	db90353d-2029-404e-966f-5e51202f15da	5	15	half verhard	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
205	437c1fae-9344-4c29-abc5-2dbe0f6b9673	5	20	halte eiland	OndersteunendWegdeel	null	Een eilandperron is een perron dat aan ten minste twee tegenoverliggende zijden direct wordt begrensd door sporen of rijbanen." Specifiek busvervoer: Bij een echt eilandperron zijn meerdere haltes gesitueerd rond één groot eilandperron.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
206	bef45849-21c2-43b5-b30b-890ac0e26a74	5	20	halte voetpad	Wegdeel	null	Het is een voetgangerszone bestemd voor het wachten,
het in- en het uitstappen van de gebruikers van het
openbaar vervoer." (MIVB - Brussels 2015, Definitie en categorisering van een halte). Definitie 'voetpad':  "Een voetpad is een verkeersbaan bestemd voor voetgangers en onderdeel van een weg." (Wegenwiki, "Voetpad")	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
207	285d4fcc-a437-4191-8d01-7cfd58b4720e	5	20	haltekom	Wegdeel	null	Naast de rijbaan gelegen verharde strook van beperkte lengte, waar voertuigen van het openbaar vervoer mogen stoppen om passagiers te laten in- en uitstappen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
208	7b77d972-807d-495e-93f6-b561fd68e86e	5	20	haltekom informatiehalte	Wegdeel	null	(Bus)halte in de wegcategorie 'gebiedsontsluitingsweg' die beschikt over een informatievoorziening.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
209	7cf1efb4-557b-40ec-8eb8-a5b84adce144	5	20	haltekom OV	Wegdeel	null	(Bus)halte in de wegcategorie 'gebiedsontsluitingsweg' bestemd voor het openbaar vervoer.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
210	4fe055a1-963c-40f1-b47e-96c057b716fd	5	31	haltepaal	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
211	f1f010d6-dd0c-433c-b87b-2478d0d25c24	5	22	havencomplex	FunctioneelGebied	null	Een haven is een deels omsloten stuk water, dat gebruikt kan worden als ligplaats of aanlegplaats voor vaartuigen, vooral schepen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
212	605b8c63-5123-47b0-af97-0cc51c433f21	5	31	hectometerpaal	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
213	bb0ad33f-f1df-46ae-814e-73dc9da29025	5	15	heide	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
214	575bca18-aaad-4854-a352-dae67da5a703	5	31	hek	Scheiding	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
215	8074b407-8725-4d48-9455-67456390c7be	5	31	hek (OS)	OverigeScheiding	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
216	fab9e453-6dc3-46c9-ba8e-c25040e147f9	5	20	hellingbaan	Wegdeel	null	Een hellingbaan is een traploze (voetgangers)verbinding om niveauverschillen te overbruggen, b.v. tussen een perron en een overpad. Een beloopbare of/en berijdbare helling inclusief de bijbehorende bordessen voor het overbruggen van een hoogteverschil.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
217	029a0d8c-3375-4a5e-99d5-efc87e9b9473	5	31	herdenkingsmonument	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
218	e0b63edb-39f8-4e84-8f17-134419ec4a69	5	30	Historie	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
219	1b11b3d0-a2e3-4300-80dc-c849f5bb60d1	5	22	hoofdpost	Installatie	null	Voorziening voor monitoren en besturen van instrumenten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
220	60b1cf5b-2b75-43d6-bb6d-d08594f3bbc4	5	22	hoogtebegrenzer	Paal	null	Een hoogtebegrenzer zorgt ervoor dat te hoge en/of te zware voertuigen niet verder rijden waar de toegang voor hen niet gewenst is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
221	3823b665-f42c-41a0-ab4d-60bcc4eb5e46	5	31	hoogtedetectieapparaat	Sensor	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
222	b1d99ab4-0268-48b5-873c-131c1566864c	5	31	hoogtemerk	Waterinrichtingselement	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
223	b6bae32f-c192-4142-8fe8-28fc42d447c6	5	21	hout	open verharding	null	Elementenverharding, verharding bestaande uit houten elementen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
224	d7fb3e00-f13d-42ef-a1a4-5216e11ea5f2	5	21	houtsnippers	onverhard	null	Halfverharding, los,  bestaande uit houtsnippers.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
225	eba5a7e1-4a0f-479d-b6d9-4239925795b1	5	15	houtwal	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
226	eb032ab1-ad14-40fb-a0c3-f49b13500c64	5	22	hulppost	Kast	null	Boven- of ondergronds object met een permanent karakter geschikt voor obstakelvrije behuizing van elektra- of regelinstallaties of wateraansluitingen voor toepassingen buiten inclusief sloten en deuren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
